0.0,1,0.0,1,0.0,0.0,1,0.0,9.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3010752688172043,0.25806451612903225,0.44086021505376344,93.0,82.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,10.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2978723404255319,0.26595744680851063,0.43617021276595747,94.0,83.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,11.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.29473684210526313,0.2736842105263158,0.43157894736842106,95.0,84.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,12.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2916666666666667,0.28125,0.4270833333333333,96.0,85.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,13.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.28865979381443296,0.28865979381443296,0.422680412371134,97.0,86.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,14.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.29591836734693877,0.41836734693877553,98.0,87.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,15.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2828282828282828,0.30303030303030304,0.41414141414141414,99.0,88.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,16.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.28,0.31,0.41,100.0,89.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,17.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.27722772277227725,0.31683168316831684,0.40594059405940597,101.0,90.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,18.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.27450980392156865,0.3235294117647059,0.4019607843137255,102.0,91.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,19.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.27184466019417475,0.3300970873786408,0.39805825242718446,103.0,92.0,||,0.0,1,0.0
0.0,1,0.0,1,0.0,0.0,1,0.0,20.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2692307692307692,0.33653846153846156,0.3942307692307692,104.0,93.0,||,1,0.0,0.0
1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2761904761904762,0.3333333333333333,0.3904761904761905,105.0,93.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.27358490566037735,0.330188679245283,0.39622641509433965,106.0,94.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.27102803738317754,0.32710280373831774,0.40186915887850466,107.0,95.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.26851851851851855,0.32407407407407407,0.4074074074074074,108.0,96.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26605504587155965,0.3211009174311927,0.41284403669724773,109.0,97.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2636363636363636,0.3181818181818182,0.41818181818181815,110.0,98.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.26126126126126126,0.3153153153153153,0.42342342342342343,111.0,99.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25892857142857145,0.3125,0.42857142857142855,112.0,100.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25663716814159293,0.30973451327433627,0.4336283185840708,113.0,101.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2543859649122807,0.30701754385964913,0.43859649122807015,114.0,102.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25217391304347825,0.30434782608695654,0.4434782608695652,115.0,103.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3017241379310345,0.4482758620689655,116.0,104.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.24786324786324787,0.29914529914529914,0.452991452991453,117.0,105.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2457627118644068,0.2966101694915254,0.4576271186440678,118.0,106.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,14.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.24369747899159663,0.29411764705882354,0.46218487394957986,119.0,107.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.24166666666666667,0.2916666666666667,0.4666666666666667,120.0,108.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2396694214876033,0.2892561983471074,0.47107438016528924,121.0,109.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,17.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.23770491803278687,0.28688524590163933,0.47540983606557374,122.0,110.0,||,0.0,0.0,1
0.0,0.0,1,0.0,1,0.0,1,0.0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.23577235772357724,0.2845528455284553,0.4796747967479675,123.0,111.0,||,0.0,0.0,1
